NR_CANDIDATO,IDADE,N_Declarou,Menor10K,10kA100K,100kA1000K,Maior1000K,DS_GENERO_FEMININO,DS_GENERO_MASCULINO,DS_COR_RACA_AMARELA,DS_COR_RACA_BRANCA,DS_COR_RACA_INDï¿½GENA,DS_COR_RACA_Nï¿½O INFORMADO,DS_COR_RACA_PARDA,DS_COR_RACA_PRETA,DS_CARGO_DEPUTADO ESTADUAL,DS_CARGO_DEPUTADO FEDERAL,DS_ESTADO_CIVIL_CASADO(A),DS_ESTADO_CIVIL_DIVORCIADO(A),DS_ESTADO_CIVIL_SEPARADO(A) JUDICIALMENTE,DS_ESTADO_CIVIL_SOLTEIRO(A),DS_ESTADO_CIVIL_VIï¿½VO(A),QT_VOTOS
10500,51,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,195.0
14300,47,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
70013,29,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
55538,22,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
15678,52,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6.0
33833,76,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
55210,61,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,12.0
22003,53,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4.0
11211,49,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,10748.0
10966,56,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,6.0
70400,43,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
27297,65,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
50222,34,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,33.0
55500,62,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,8.0
28028,52,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,77.0
51800,62,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.0
10670,58,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1.0
15130,51,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5.0
27010,51,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
12400,34,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0
14003,48,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
19456,41,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,16.0
18999,47,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0
18777,38,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,12.0
70122,58,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1.0
12666,65,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0
22221,46,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0
90333,68,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
13013,40,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,326.0
10110,47,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,818.0
55355,40,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.0
44334,43,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3.0
10190,59,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1593.0
20444,49,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0
70193,40,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,422.0
18100,65,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,34.0
44300,65,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,12.0
35431,55,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
23123,58,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,11.0
20105,45,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2.0
27150,54,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
28229,57,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
44430,53,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1723.0
90330,23,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
70116,49,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
44007,42,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
43210,28,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,49.0
15551,44,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
11000,48,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,61.0
10555,69,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,12.0
30333,44,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,46.0
65789,36,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
12800,38,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
10010,43,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10.0
33026,54,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
18183,56,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2.0
20369,25,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
55766,66,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0
43789,45,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,8.0
30700,35,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,346.0
28081,47,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
35002,58,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
23700,41,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,11.0
35689,42,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
15015,42,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0
18001,66,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
14714,42,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
11357,39,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,144.0
10002,56,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
11113,42,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,52.0
20190,52,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,10.0
20889,32,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
14110,61,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2.0
19007,52,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
14889,65,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,4.0
35450,48,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
44789,51,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
44553,67,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
90220,42,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
40644,67,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
28177,46,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
77725,26,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
33133,50,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,24.0
19333,57,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,168.0
12220,33,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
20789,38,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0
19193,38,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
33170,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
10101,47,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,36.0
10411,49,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
55123,53,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,266.0
44690,45,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
11177,50,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,255.0
13131,46,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,85.0
13266,54,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0
33159,63,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
70111,68,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,12.0
77888,60,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
15500,53,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
77123,48,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
51111,57,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
70747,47,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
12512,56,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
27999,45,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
50321,44,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0
90678,50,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0
33283,44,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
70028,55,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
35036,30,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
35199,59,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
90110,56,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0
19020,50,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,6.0
33525,50,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
28810,59,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
20601,68,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,12.0
14150,48,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
12500,42,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,344.0
30103,59,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
11914,45,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
19013,43,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
18640,61,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,15.0
30747,38,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
65000,26,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,294.0
70199,57,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
44990,51,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,10.0
33877,62,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
55555,41,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,478.0
18120,56,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0
70712,54,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2.0
70334,43,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
40100,67,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0
70234,71,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
77775,47,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
44450,68,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5.0
19057,50,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
45777,67,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,306.0
55405,37,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
28200,49,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,157.0
50005,23,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,5.0
11015,32,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
19790,41,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
30300,42,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22.0
22051,43,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2.0
33114,78,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
55630,52,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
10211,60,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
30111,39,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,122.0
27103,61,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
55901,42,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
90444,47,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
51822,37,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
77310,44,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
77654,47,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
22350,42,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0
30456,53,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0
40019,37,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
55522,67,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,29.0
19357,41,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
27977,58,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
33169,50,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
27333,47,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
28001,68,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
11600,50,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,8.0
19120,28,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6414.0
77013,38,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,14.0
10015,60,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
44844,54,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
55480,55,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
16123,46,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,101.0
22212,61,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
10187,40,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0
16234,50,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
20000,56,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,81.0
10258,37,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0
14999,42,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8.0
43111,47,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,41.0
11110,30,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,9.0
20020,53,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4.0
33031,41,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
19537,64,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
10600,49,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
33733,46,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
70123,50,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,38.0
15160,67,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3.0
45700,59,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
27108,31,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
28727,34,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,6.0
22402,29,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,89.0
22020,55,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,4.0
14100,39,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
27446,45,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
35122,52,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
20400,53,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
11800,33,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,131.0
45000,64,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,19.0
44011,57,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
70575,43,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
55777,49,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6.0
28789,44,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
27727,56,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
45444,33,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.0
44762,39,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0
18770,66,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
14193,50,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,242.0
51222,64,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1336.0
77700,56,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
51515,44,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
30689,52,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,14.0
20456,57,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3.0
90115,60,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
20150,74,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,8.0
45789,57,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
19019,56,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
30035,42,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
35728,28,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
14022,57,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,283.0
11665,53,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0
19012,36,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2.0
14040,41,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,310.0
14722,55,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,302.0
90967,39,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
18111,51,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
70100,56,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,102.0
20903,52,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
70560,37,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
12332,41,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
13192,43,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12.0
51921,40,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
45555,36,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1026.0
10067,56,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1.0
23230,42,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
44177,48,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
50010,44,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,85.0
90100,44,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
12100,44,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,16.0
55800,39,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,11.0
15555,35,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,37.0
40500,43,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,10.0
77022,32,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
33472,42,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,11.0
70118,40,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
30003,36,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,24.0
45678,48,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.0
65365,64,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
90007,52,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3.0
22999,57,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,334.0
77778,45,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
10022,60,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
55630,50,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
28008,64,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
33034,64,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
33456,46,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,39.0
33340,38,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
40321,29,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5.0
10900,45,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
19900,46,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
44888,46,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,73.0
13033,63,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,458.0
10153,41,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,433.0
77770,56,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
10001,47,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,32.0
19202,47,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2.0
30123,52,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30.0
28888,56,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14.0
55000,55,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,209.0
20700,66,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.0
33030,48,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,10.0
28007,43,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
18450,59,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
90950,41,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,62.0
11197,64,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3.0
70770,42,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,8.0
30615,51,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
18181,58,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
90030,64,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0
13111,49,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,30.0
65123,56,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,86.0
